opportunity_id,account_name,account_id,segment,stage,amount_brl,close_date,owner_email,forecast_category,created_date,days_in_stage,hubspot_contact_id
OPP-2024370,VERTICE TECH,ACC-1103,Mid-Market,closed-won,46758.03,2024-04-18,carlos@raptorsoft.com,Commit,2023-09-10,97,
OPP-2024371,POLARE,ACC-1109,Mid-Market,Closed Won,-103054.41,2024-01-10,pedro@raptorsoft.com,Omit,2023-07-17,113,HS-90687
OPP-2024372,Grupo Nexus,ACC-1102,Enterprise,Closed Lost,424747.88,2024-08-20,ana.lima@raptorsoft.com,Best Case,2024-07-20,98,HS-90628
OPP-2024373,Innova Tech,ACC-1116,SMB,Prop,36657.77,2023-10-12,pedro@raptorsoft.com,best case,2024-11-17,78,
OPP-2024374,Fluxo Sistemas,ACC-1105,Mid-Market,Negotiation,131720.06,2025-01-31,,Commit,2024-02-19,55,HS-90330
OPP-2024375,BLUEPATH,ACC-1119,SMB,Proposal,31565.76,2024-12-12,carlos@raptorsoft.com,best case,2024-10-20,74,HS-90433
OPP-2024376,Polaris,ACC-1118,SMB,closed-won,8385.41,2024-11-09,mariana@raptorsoft.com,Commit,2024-06-02,44,HS-90242
OPP-2024377,TAPFLOW,,Mid-Market,Closed Won,146943.07,2025-01-03,joao@raptorsoft.com,Pipeline,2023-10-06,57,
OPP-2024378,beta solutions,ACC-1101,Enterprise,Prospecting,414989.92,2024-12-09,pedro@raptorsoft.com,Omit,2024-08-15,84,HS-90336
OPP-2024379,Nexus Group,ACC-1102,SMB,Negotiation,11776.51,2024-11-12,joao@raptorsoft.com,best case,2023-09-08,40,
OPP-2024380,mindbox,ACC-1111,Mid-Market,Qualification,64927.67,2024-10-28,pedro@raptorsoft.com,Pipeline,2023-11-27,55,HS-90206
OPP-2024381,DATAPRIME,ACC-1106,Mid-Market,Negotiation,97931.63,2024-12-02,joao@raptorsoft.com,Omit,2024-10-21,-1,
OPP-2024382,CORELOGIC,ACC-1114,Enterprise,Closed Lost,495951.22,2024-06-22,ana.lima@raptorsoft.com,omit,2024-06-04,117,
OPP-2024383,Vertice Tech,ACC-1103,Enterprise,Discovery,170430.97,2023-05-21,joao@raptorsoft.com,Omit,2023-12-26,27,HS-90381
OPP-2024384,polaris,ACC-1118,Enterprise,qualification,175856.45,2024-12-21,ana.lima@raptorsoft.com,Omit,2024-09-17,98,HS-90301
OPP-2024385,dataprime,ACC-1106,SMB,Closed Lost,22789.43,2024-12-08,pedro@raptorsoft.com,omit,2024-04-12,67,HS-90538
OPP-2024386,CoreLogic,ACC-1114,Mid-Market,Negotiation,100077.91,2024-07-12,carlos@raptorsoft.com,Best Case,2024-03-31,49,
OPP-2024387,BETA SOLUTIONS,ACC-1101,SMB,Qualification,21283.86,2024-10-07,,Omit,2024-06-25,57,
OPP-2024388,Rush Flow,ACC-1110,Mid-Market,Closed Lost,44230.55,2024-03-07,carlos@raptorsoft.com,Commit,2023-09-19,78,HS-90008
OPP-2024389,Fluxo Sistemas Ltda,ACC-1105,SMB,Proposal,31523.21,2024-09-24,ana.lima@raptorsoft.com,Best Case,2024-08-17,67,HS-90739
OPP-2024390,DATAPRIME,ACC-1106,SMB,Proposal,29427.94,2023-05-12,joao@raptorsoft.com,Commit,2024-01-09,85,HS-90435
OPP-2024391,SkyOps,ACC-1108,Mid-Market,Discovery,33865.08,2024-10-18,ana.lima@raptorsoft.com,Omit,2024-05-02,9,HS-90336
OPP-2024392,Polare Ltda,ACC-1109,Enterprise,Negotiation ,-341345.56,2024-01-31,carlos@raptorsoft.com,Commit,2023-10-04,9,
OPP-2024393,polaris,ACC-1118,SMB,Qualification,21738.79,2023-12-27,mariana@raptorsoft.com,Commit,2023-10-22,74,HS-90733
OPP-2024394,FLUXO SISTEMAS,ACC-1105,SMB,Prop,26169.7,2024-08-01,carlos@raptorsoft.com,Pipeline,2023-11-24,118,HS-90179
OPP-2024395,Vertice,ACC-1103,Mid-Market,Proposal,113822.64,2024-09-26,pedro@raptorsoft.com,Best Case,2024-09-15,118,HS-90421
OPP-2024396,Mindbox,ACC-1111,Enterprise,Closed_Lost,165935.64,2023-10-09,mariana@raptorsoft.com,Pipeline,2023-09-17,96,
OPP-2024397,Core Logic,ACC-1114,SMB,Proposal,7889.2,2024-12-17,pedro@raptorsoft.com,pipeline,2024-10-18,38,HS-90687
OPP-2024398,Amplia,ACC-1113,SMB,Qualification,6205.57,2025-01-31,carlos@raptorsoft.com,Pipeline,2024-07-01,750,HS-90383
OPP-2024399,Vértice Tech,ACC-1103,SMB,Prospecting,11725.31,2024-01-16,joao@raptorsoft.com,Pipeline,2023-07-29,42,
OPP-2024400,SkyOps,ACC-1108,SMB,Discovery,5524.81,2023-10-13,mariana@raptorsoft.com,best case,2023-10-17,77,
OPP-2024401,BluePath,ACC-1119,Mid-Market,Closed Won,45951.77,2025-01-24,pedro@raptorsoft.com,pipeline,2024-08-01,58,HS-90721
OPP-2024402,orbit digital,ACC-1104,Mid-Market,Discovery,59225.49,2024-07-17,joao@raptorsoft.com,Best Case,2023-11-05,93,
OPP-2024403,DATAPRIME,ACC-1106,Mid-Market,Negotiation,127525.26,2024-07-14,ana.lima@raptorsoft.com,Best Case,2023-08-10,90,
OPP-2024404,SkyOps,ACC-1108,SMB,Prospecting,6823.74,2024-12-07,joao@raptorsoft.com,Best Case,2024-11-15,60,HS-90180
OPP-2024405,Data Prime,ACC-1106,Mid-Market,Discovery,144121.58,2024-09-20,,Omit,2024-01-23,49,HS-90307
OPP-2024406,Vértice Tech,ACC-1103,Mid-Market,Proposal,75017.63,2024-05-28,,best case,2024-03-20,65,HS-90425
OPP-2024407,BLUEPATH,ACC-1119,SMB,Discovery,25590.82,2025-01-01,carlos@raptorsoft.com,omit,2024-11-13,97,HS-90650
OPP-2024408,Amplia Soluções Ltda,ACC-1113,Mid-Market,Closed Won,140576.23,2024-09-14,mariana@raptorsoft.com,Best Case,2024-09-07,19,HS-90678
OPP-2024409,acme,ACC-1100,Mid-Market,Proposal,39641.8,2024-09-08,pedro@raptorsoft.com,Commit,2024-07-28,85,HS-90421
OPP-2024410,POLARIS,ACC-1118,Enterprise,Closed Won,207608.54,2024-11-06,,best case,2023-10-20,9,
OPP-2024411,SKYOPS,ACC-1108,SMB,Closed Won,22026.49,2024-04-24,ana.lima@raptorsoft.com,Pipeline,2024-01-07,116,
OPP-2024412,Zentra Tech,ACC-1112,SMB,Proposal,7249.19,2023-03-04,joao@raptorsoft.com,Commit,2023-09-26,102,
OPP-2024413,RUSHFLOW,,Enterprise,Proposal,248314.05,2024-09-06,mariana@raptorsoft.com,Commit,2024-03-29,46,
OPP-2024414,INNOVA,,Enterprise,Negotiation,400575.9,2024-10-31,,Omit,2023-07-27,82,HS-90368
OPP-2024415,bluepath,ACC-1119,Mid-Market,Qualification,103511.08,2025-01-24,joao@raptorsoft.com,Omit,2024-09-27,38,HS-90585
OPP-2024416,Core Logic,ACC-1114,SMB,Closed_Lost,28557.18,2025-01-17,ana.lima@raptorsoft.com,Omit,2024-11-21,22,
OPP-2024417,Polaris,ACC-1118,SMB,Closed Lost,30171.12,2025-01-13,ana.lima@raptorsoft.com,commit,2024-07-27,99,HS-90386
OPP-2024418,corelogic,ACC-1114,Mid-Market,Closed Lost,64917.18,2024-11-07,ana.lima@raptorsoft.com,Pipeline,2024-09-20,49,HS-90604
OPP-2024419,innova,ACC-1116,Enterprise,Closed Lost,307900.55,2024-07-18,mariana@raptorsoft.com,Pipeline,2024-05-23,105,
OPP-2024420,Fluxo Sistemas,ACC-1105,Mid-Market,Negotiation,112632.0,2024-12-06,mariana@raptorsoft.com,Best Case,2023-08-05,104,HS-90230
OPP-2024421,Beta Solutions Ltda,ACC-1101,Enterprise,Closed Lost,363700.12,2024-01-11,mariana@raptorsoft.com,Commit,2023-12-31,97,
OPP-2024422,Polaris Tech,ACC-1118,Mid-Market,Prospecting,99646.04,2024-10-23,mariana@raptorsoft.com,Best Case,2024-08-07,38,
OPP-2024423,Amplia Soluções Ltda,ACC-1113,SMB,Closed Won,35045.08,2024-01-07,mariana@raptorsoft.com,Pipeline,2023-10-13,7,HS-90607
OPP-2024424,Grupo Nexus,ACC-1102,Mid-Market,Prop,112558.09,2024-09-15,mariana@raptorsoft.com,Pipeline,2024-03-07,84,
OPP-2024425,Zentra Tech,ACC-1112,Enterprise,Prospecting,377490.34,2024-12-15,mariana@raptorsoft.com,Omit,2024-02-16,17,
OPP-2024426,innova,ACC-1116,SMB,Prospecting,25465.25,2024-12-08,joao@raptorsoft.com,best case,2024-11-12,103,HS-90211
OPP-2024427,BETA SOLUTIONS,ACC-1101,SMB,Prospecting,22715.19,2023-08-05,pedro@raptorsoft.com,Pipeline,2023-08-05,38,HS-90502
OPP-2024428,rushflow,,Enterprise,Negotiation,427905.32,2023-08-09,ana.lima@raptorsoft.com,Best Case,2024-06-25,36,
OPP-2024429,zentra,ACC-1112,SMB,Prospecting,28678.4,2024-12-29,pedro@raptorsoft.com,Best Case,2024-10-10,106,
OPP-2024430,TapFlow,ACC-1115,SMB,Prospecting,23601.46,2024-04-24,ana.lima@raptorsoft.com,Commit,2024-03-10,29,
OPP-2024431,GRUPO NEXUS,ACC-1102,Enterprise,Negotiation,295847.44,2024-12-19,pedro@raptorsoft.com,Commit,2023-12-27,7,HS-90759
OPP-2024432,TAPFLOW,ACC-1115,Mid-Market,Proposal,112399.0,2024-09-21,ana.lima@raptorsoft.com,commit,2024-08-16,54,HS-90362
OPP-2024433,Rush Flow,ACC-1110,SMB,Negotiation,35848.57,2024-11-28,joao@raptorsoft.com,Commit,2024-09-11,31,HS-90086
OPP-2024434,MINDBOX,ACC-1111,Mid-Market,Proposal,46371.41,2025-01-06,joao@raptorsoft.com,best case,2023-07-11,90,HS-90756
OPP-2024435,Polaris Tech,ACC-1118,Enterprise,Negotiation,405484.18,2023-05-17,mariana@raptorsoft.com,Commit,2023-08-13,22,
OPP-2024436,RUSHFLOW,ACC-1110,Mid-Market,Discovery,55567.91,2024-02-17,pedro@raptorsoft.com,Pipeline,2023-10-29,8,
OPP-2024437,dataprime,ACC-1106,Mid-Market,Prop,40169.25,2024-09-15,ana.lima@raptorsoft.com,commit,2024-08-15,48,HS-90549
OPP-2024438,Grupo Nexus,ACC-1102,SMB,Qualification,31148.19,2024-10-20,carlos@raptorsoft.com,omit,2024-09-22,21,
OPP-2024439,polare,,Mid-Market,Discovery,77985.12,2025-01-03,joao@raptorsoft.com,Pipeline,2023-11-08,45,HS-90350
OPP-2024440,Mind Box,ACC-1111,SMB,Discovery,7891.52,2024-11-26,ana.lima@raptorsoft.com,Pipeline,2024-11-03,55,HS-90514
OPP-2024441,Vertice Tech,ACC-1103,Enterprise,Qualification,176870.96,2023-12-09,mariana@raptorsoft.com,Pipeline,2023-11-30,40,HS-90436
OPP-2024442,rushflow,ACC-1110,Mid-Market,Prospecting,72122.94,2024-05-31,ana.lima@raptorsoft.com,commit,2024-05-07,36,HS-90258
OPP-2024443,ConnectWave,ACC-1107,SMB,Negotiation ,31966.23,2024-10-22,carlos@raptorsoft.com,Commit,2023-10-08,50,HS-90760
OPP-2024444,Acme Corp,ACC-1100,Enterprise,Qualification,318631.61,2025-01-17,,Best Case,2024-01-12,25,HS-90777
OPP-2024445,polaris,ACC-1118,Enterprise,Proposal,293128.25,2024-11-14,ana.lima@raptorsoft.com,Best Case,2024-07-09,73,HS-90407
OPP-2024446,RushFlow,ACC-1110,Mid-Market,Qualification,97499.83,2023-12-29,pedro@raptorsoft.com,Best Case,2023-09-15,113,HS-90724
OPP-2024447,Fluxo,ACC-1105,Enterprise,Closed Won,313426.32,2024-07-13,carlos@raptorsoft.com,Commit,2024-04-29,7,HS-90215
OPP-2024448,Acme,ACC-1100,SMB,closed-won,35939.52,2024-09-25,joao@raptorsoft.com,Pipeline,2024-07-12,29,HS-90016
OPP-2024449,BluePath,ACC-1119,Mid-Market,Closed Won,108458.97,2024-07-25,carlos@raptorsoft.com,Omit,2023-10-17,81,HS-90237
OPP-2024450,skyops,ACC-1108,SMB,Prospecting,21078.65,2024-11-25,ana.lima@raptorsoft.com,Pipeline,2024-11-02,88,
OPP-2024451,polaris,ACC-1118,Enterprise,Closed Won,341317.41,2023-10-21,joao@raptorsoft.com,Pipeline,2023-10-11,99,
OPP-2024452,bluepath,ACC-1119,Enterprise,Negotiation,180928.66,2024-07-31,mariana@raptorsoft.com,Best Case,2023-10-17,8,
OPP-2024453,Acme Corp.,ACC-1100,Mid-Market,Negotiation,30145.25,2023-10-21,mariana@raptorsoft.com,Best Case,2023-10-14,92,
OPP-2024454,bluepath,ACC-1119,SMB,Negotiation,17617.27,2023-12-03,mariana@raptorsoft.com,Commit,2023-09-17,86,
OPP-2024455,Polare Ltda,ACC-1109,SMB,Closed Lost,32953.92,2024-06-11,mariana@raptorsoft.com,Omit,2024-03-28,15,HS-90330
OPP-2024456,Vértice Tech,ACC-1103,SMB,Proposal,29269.73,2024-12-13,pedro@raptorsoft.com,Best Case,2024-05-22,69,
OPP-2024457,CoreLogic,ACC-1114,Mid-Market,DISCOVERY,149268.64,2024-04-18,carlos@raptorsoft.com,Pipeline,2024-02-10,111,HS-90147
OPP-2024458,mindbox,,Enterprise,Qualification,146894.32,2024-10-10,mariana@raptorsoft.com,Pipeline,2024-09-04,90,HS-90608
OPP-2024459,ACME CORP,ACC-1100,SMB,Negotiation ,34087.38,2023-11-29,carlos@raptorsoft.com,Commit,2023-09-19,83,HS-90061
OPP-2024460,Acme Corp,ACC-1100,Mid-Market,Closed_Lost,143789.04,2024-12-30,mariana@raptorsoft.com,Commit,2024-11-27,35,HS-90128
OPP-2024461,Sky Ops,ACC-1108,SMB,Qualification,39159.56,2024-12-05,ana.lima@raptorsoft.com,Omit,2024-08-05,48,
OPP-2024462,ZENTRA,,Enterprise,Qualification,338844.3,2024-06-09,joao@raptorsoft.com,Best Case,2023-07-29,11,
OPP-2024463,DATAPRIME,ACC-1106,Enterprise,Discovery,225788.98,2024-07-07,pedro@raptorsoft.com,Pipeline,2023-07-09,104,HS-90391
OPP-2024464,gridsoft,ACC-1117,SMB,Qualification,7756.35,2024-04-01,ana.lima@raptorsoft.com,Best Case,2023-12-13,65,
OPP-2024465,tapflow,ACC-1115,SMB,Negotiation,20081.55,2024-08-25,pedro@raptorsoft.com,Pipeline,2024-07-03,64,HS-90316
OPP-2024466,BLUEPATH,ACC-1119,Mid-Market,DISCOVERY,65472.98,2023-07-03,mariana@raptorsoft.com,Omit,2023-09-28,98,HS-90582
OPP-2024467,connectwave,ACC-1107,SMB,Closed Lost,28820.47,2024-11-10,carlos@raptorsoft.com,Omit,2024-08-22,88,HS-90250
OPP-2024468,Mind Box,ACC-1111,SMB,Discovery,24954.68,2024-04-22,mariana@raptorsoft.com,Omit,2023-10-16,24,
OPP-2024469,Beta Solutions,ACC-1101,SMB,Qualification,21667.68,2023-08-07,pedro@raptorsoft.com,Commit,2024-11-09,8,
OPP-2024470,ORBIT DIGITAL,ACC-1104,SMB,Discovery,11163.7,2024-12-30,carlos@raptorsoft.com,Best Case,2024-09-06,7,
OPP-2024471,Vértice Tech,ACC-1103,Enterprise,Proposal,274713.59,2025-01-17,pedro@raptorsoft.com,Pipeline,2024-11-05,93,HS-90751
OPP-2024472,CoreLogic,,SMB,Proposal,22480.6,2024-04-14,ana.lima@raptorsoft.com,Pipeline,2023-12-02,82,HS-90763
OPP-2024473,skyops,ACC-1108,Mid-Market,Negotiation,144285.23,2023-12-25,pedro@raptorsoft.com,commit,2023-12-18,16,
OPP-2024474,RUSHFLOW,ACC-1110,Mid-Market,Prospecting,74774.58,2024-09-27,pedro@raptorsoft.com,Omit,2024-06-08,116,
OPP-2024475,Acme Corp,ACC-1100,Enterprise,Proposal,353410.06,2023-10-24,mariana@raptorsoft.com,Omit,2023-10-15,15,HS-90359
OPP-2024476,Polaris,ACC-1118,SMB,Prospecting,32376.86,2024-10-26,joao@raptorsoft.com,Omit,2024-08-09,-5,HS-90531
OPP-2024477,Mind Box,ACC-1111,SMB,Qualification,18697.68,2024-02-04,carlos@raptorsoft.com,Best Case,2024-09-13,56,HS-90646
OPP-2024478,connectwave,ACC-1107,Mid-Market,Closed Lost,54451.51,2025-01-20,joao@raptorsoft.com,Pipeline,2024-03-23,17,HS-90668
OPP-2024479,Fluxo Sistemas Ltda,,Mid-Market,Closed Won,122446.99,2024-05-20,joao@raptorsoft.com,pipeline,2024-03-08,34,HS-90370
OPP-2024480,Orbit,ACC-1104,SMB,closed-won,7670.94,2024-10-26,ana.lima@raptorsoft.com,Best Case,2023-07-23,81,HS-90351
OPP-2024481,POLARE,ACC-1109,Mid-Market,Qualification,44591.23,2024-12-17,carlos@raptorsoft.com,Best Case,2023-07-06,-1,HS-90708
OPP-2024482,Fluxo Sistemas Ltda,ACC-1105,Mid-Market,Discovery,86045.25,2025-01-29,ana.lima@raptorsoft.com,Best Case,2023-10-03,114,HS-90784
OPP-2024483,Vértice Tech,ACC-1103,SMB,Proposal,19830.81,2025-01-27,carlos@raptorsoft.com,Best Case,2024-11-11,105,
OPP-2024484,SKYOPS,ACC-1108,Mid-Market,qualification,81526.42,2024-08-19,,commit,2024-06-25,600,HS-90329
OPP-2024485,MINDBOX,,SMB,Negotiation,24633.55,2024-03-07,carlos@raptorsoft.com,Omit,2024-02-03,7,HS-90281
OPP-2024486,nexus,ACC-1102,SMB,Negotiation,25174.48,2024-05-31,joao@raptorsoft.com,omit,2024-05-30,118,HS-90071
OPP-2024487,Innova Tech,,SMB,Discovery,17103.86,2024-05-28,joao@raptorsoft.com,Omit,2024-05-04,80,
OPP-2024488,BluePath,ACC-1119,Enterprise,Qualification,247551.81,2024-09-20,joao@raptorsoft.com,Pipeline,2024-09-19,39,
OPP-2024489,Vertice,ACC-1103,SMB,Prospecting,35166.32,2024-12-05,ana.lima@raptorsoft.com,Pipeline,2024-10-14,85,HS-90748
OPP-2024490,beta solutions,ACC-1101,Mid-Market,Discovery,109137.69,2024-05-21,ana.lima@raptorsoft.com,Pipeline,2023-09-23,50,HS-90604
OPP-2024491,RushFlow,ACC-1110,SMB,Closed Won,10389.96,2024-11-17,pedro@raptorsoft.com,Omit,2024-05-15,52,
OPP-2024492,GRIDSOFT,ACC-1117,Mid-Market,Proposal,58867.5,2023-12-12,joao@raptorsoft.com,Omit,2023-11-28,11,HS-90514
OPP-2024493,dataprime,ACC-1106,SMB,Prop,30620.06,2024-12-12,joao@raptorsoft.com,Omit,2024-07-13,83,HS-90054
OPP-2024494,mindbox,ACC-1111,SMB,Discovery,26707.73,2024-10-21,ana.lima@raptorsoft.com,Commit,2023-10-12,45,
OPP-2024495,RUSHFLOW,ACC-1110,Mid-Market,Closed Won,58634.34,2024-11-23,mariana@raptorsoft.com,pipeline,2024-10-31,3,HS-90174
OPP-2024496,gridsoft,ACC-1117,Mid-Market,Closed_Lost,43126.32,2024-12-04,joao@raptorsoft.com,Best Case,2024-10-28,103,HS-90359
OPP-2024497,Fluxo Sistemas Ltda,ACC-1105,Mid-Market,DISCOVERY,70048.66,2024-12-07,joao@raptorsoft.com,Commit,2024-07-08,53,
OPP-2024498,Core Logic,ACC-1114,Enterprise,Qualification,355493.5,2024-12-10,pedro@raptorsoft.com,Omit,2024-07-03,117,HS-90427
OPP-2024499,Fluxo,ACC-1105,SMB,Closed Lost,20171.09,2024-08-28,ana.lima@raptorsoft.com,Pipeline,2024-06-16,20,
OPP-2024500,Polare,ACC-1109,SMB,Prospecting,12606.39,2024-04-29,carlos@raptorsoft.com,best case,2024-04-27,101,HS-90088
OPP-2024501,nexus,ACC-1102,Mid-Market,Negotiation,33856.4,2024-12-22,carlos@raptorsoft.com,Pipeline,2024-09-15,23,HS-90142
OPP-2024502,Vertice,ACC-1103,SMB,Discovery,15406.7,2024-06-23,pedro@raptorsoft.com,Omit,2024-01-21,92,HS-90430
OPP-2024503,Polare Ltda,ACC-1109,Enterprise,Closed Lost,220955.99,2025-01-02,ana.lima@raptorsoft.com,omit,2023-07-28,1,
OPP-2024504,Fluxo Sistemas,ACC-1105,Enterprise,Discovery,376237.16,2023-12-19,pedro@raptorsoft.com,Pipeline,2023-10-18,95,HS-90691
OPP-2024505,Vértice Tech,ACC-1103,Mid-Market,Closed Lost,43765.06,2023-11-07,,Best Case,2023-07-07,65,
OPP-2024506,BLUEPATH,ACC-1119,Mid-Market,Closed Lost,108979.12,2024-04-03,mariana@raptorsoft.com,best case,2024-03-23,38,
OPP-2024507,ConnectWave,ACC-1107,Mid-Market,Proposal,64010.67,2024-12-31,ana.lima@raptorsoft.com,commit,2024-10-18,93,HS-90366
OPP-2024508,Grid Soft,ACC-1117,SMB,closed-won,10299.1,2024-09-07,joao@raptorsoft.com,Commit,2024-08-03,83,HS-90184
OPP-2024509,Polaris Tech,ACC-1118,Mid-Market,Qualification,99686.97,2023-06-12,mariana@raptorsoft.com,pipeline,2024-03-22,61,HS-90750
OPP-2024510,nexus,ACC-1102,Enterprise,Closed Lost,200193.54,2024-08-15,joao@raptorsoft.com,Commit,2024-07-28,42,HS-90652
OPP-2024511,Vertice,ACC-1103,SMB,Closed Won,12041.75,2024-11-09,joao@raptorsoft.com,Pipeline,2024-09-21,104,HS-90417
OPP-2024512,Grid Soft,ACC-1117,SMB,Qualification,24962.95,2025-01-30,mariana@raptorsoft.com,Pipeline,2024-11-20,73,HS-90120
OPP-2024513,Beta Solutions,ACC-1101,Mid-Market,Qualification,129377.82,2024-01-01,ana.lima@raptorsoft.com,Pipeline,2023-07-24,120,HS-90058
OPP-2024514,GridSoft,ACC-1117,Mid-Market,DISCOVERY,54061.35,2024-07-08,joao@raptorsoft.com,Commit,2024-03-26,10,HS-90719
OPP-2024515,Innova Tech,,SMB,Proposal,26435.14,2024-01-27,carlos@raptorsoft.com,best case,2023-09-11,39,
OPP-2024516,Tap Flow,ACC-1115,SMB,Closed Won,5633.32,2024-08-24,joao@raptorsoft.com,Omit,2024-07-23,115,HS-90351
OPP-2024517,Beta Solutions Ltda,ACC-1101,SMB,Qualification,31339.92,2023-07-26,joao@raptorsoft.com,Best Case,2023-07-11,57,HS-90616
OPP-2024518,ORBIT DIGITAL,ACC-1104,SMB,Proposal,27980.66,2024-11-10,carlos@raptorsoft.com,Best Case,2024-08-11,100,
OPP-2024519,rushflow,ACC-1110,SMB,Proposal,26765.51,2024-10-30,joao@raptorsoft.com,best case,2024-06-19,90,HS-90021
OPP-2024520,Acme,,SMB,Discovery,7957.27,2024-11-02,mariana@raptorsoft.com,Pipeline,2024-07-28,56,
OPP-2024521,Acme Corp,ACC-1100,Mid-Market,Closed Lost,100915.04,2025-01-07,joao@raptorsoft.com,Omit,2024-06-09,71,HS-90547
OPP-2024522,mindbox,ACC-1111,Mid-Market,Qualification,149113.57,2024-08-13,pedro@raptorsoft.com,best case,2024-03-23,74,
OPP-2024523,Amplia Soluções Ltda,ACC-1113,Mid-Market,Prospecting,130319.98,2023-07-30,mariana@raptorsoft.com,commit,2023-07-13,72,
OPP-2024524,Zentra,,SMB,Proposal,31809.19,2023-02-20,ana.lima@raptorsoft.com,pipeline,2023-09-04,111,
OPP-2024525,BluePath,,Enterprise,Prospecting,387327.72,2024-06-03,ana.lima@raptorsoft.com,pipeline,2024-03-20,74,HS-90436
OPP-2024526,GRUPO NEXUS,ACC-1102,SMB,Discovery,36408.73,2024-07-10,ana.lima@raptorsoft.com,Pipeline,2024-07-03,4,HS-90523
OPP-2024527,CORELOGIC,ACC-1114,Mid-Market,Qualification,108847.12,2023-03-21,pedro@raptorsoft.com,Best Case,2024-06-17,94,HS-90540
OPP-2024528,zentra,ACC-1112,Mid-Market,Discovery,65167.84,2024-12-25,joao@raptorsoft.com,Commit,2024-09-24,57,HS-90360
OPP-2024529,Beta Solutions Ltda,ACC-1101,SMB,Negotiation,32520.64,2025-01-14,ana.lima@raptorsoft.com,Omit,2024-11-07,102,HS-90418
OPP-2024530,BluePath,ACC-1119,Mid-Market,Qualification,44494.66,2024-09-15,,Best Case,2024-01-19,22,HS-90542
OPP-2024531,polaris,ACC-1118,SMB,Closed Won,29919.42,2025-01-13,joao@raptorsoft.com,Pipeline,2024-08-15,118,HS-90645
OPP-2024532,Innova,ACC-1116,SMB,Closed Won,11420.78,2024-11-10,carlos@raptorsoft.com,Pipeline,2024-10-31,59,HS-90739
OPP-2024533,Polaris,ACC-1118,SMB,Proposal,24744.6,2024-12-04,ana.lima@raptorsoft.com,Omit,2024-04-30,6,HS-90284
OPP-2024534,Zentra Tech,ACC-1112,SMB,DISCOVERY,22032.25,2024-08-27,carlos@raptorsoft.com,Pipeline,2024-04-17,27,HS-90028
OPP-2024535,ACME CORP,ACC-1100,Enterprise,Prospecting,212735.01,2024-08-21,carlos@raptorsoft.com,Best Case,2024-01-16,92,HS-90442
OPP-2024536,BETA SOLUTIONS,ACC-1101,SMB,Closed Won,38895.39,2024-05-19,pedro@raptorsoft.com,Commit,2024-04-11,10,HS-90039
OPP-2024537,polaris,ACC-1118,Mid-Market,Qualification,135308.82,2024-05-25,ana.lima@raptorsoft.com,Omit,2024-05-21,34,HS-90751
OPP-2024538,GRUPO NEXUS,ACC-1102,Mid-Market,Negotiation,30383.73,2024-01-13,carlos@raptorsoft.com,Pipeline,2023-09-29,81,HS-90672
OPP-2024539,GRIDSOFT,ACC-1117,Enterprise,Closed Won,242851.15,2024-06-13,mariana@raptorsoft.com,Commit,2024-04-25,85,HS-90326
OPP-2024540,Data Prime,ACC-1106,SMB,Closed Lost,34404.23,2023-11-23,mariana@raptorsoft.com,Best Case,2023-11-09,99,HS-90452
OPP-2024541,Fluxo Sistemas,ACC-1105,SMB,Closed Won,27269.32,2024-11-30,pedro@raptorsoft.com,Pipeline,2024-11-09,17,HS-90021
OPP-2024542,beta solutions,ACC-1101,Mid-Market,Closed Lost,35905.83,2024-08-05,ana.lima@raptorsoft.com,Omit,2024-06-26,21,HS-90566
OPP-2024543,Polaris,ACC-1118,SMB,Closed Lost,8588.23,2024-05-24,mariana@raptorsoft.com,pipeline,2023-07-21,17,
OPP-2024544,Core Logic,ACC-1114,Mid-Market,Closed_Lost,140276.95,2024-12-07,mariana@raptorsoft.com,Commit,2024-08-29,3,HS-90270
OPP-2024545,Mind Box,ACC-1111,SMB,Prospecting,19221.58,2025-01-19,mariana@raptorsoft.com,Pipeline,2024-09-12,98,HS-90591
OPP-2024546,ConnectWave,ACC-1107,SMB,Proposal,27498.65,2024-08-06,mariana@raptorsoft.com,Best Case,2024-07-13,11,HS-90580
OPP-2024547,Beta Solutions Ltda,ACC-1101,Mid-Market,Discovery,34381.17,2024-08-26,mariana@raptorsoft.com,Best Case,2024-08-25,41,HS-90725
OPP-2024548,mindbox,ACC-1111,Mid-Market,Prospecting,45273.9,2023-11-23,,Omit,2023-09-22,55,HS-90766
OPP-2024549,Sky Ops,ACC-1108,SMB,Proposal,30198.0,2025-01-26,pedro@raptorsoft.com,best case,2023-10-29,48,HS-90215
OPP-2024550,Polaris,ACC-1118,Mid-Market,Qualification,31178.54,2023-12-20,ana.lima@raptorsoft.com,Pipeline,2023-11-16,13,HS-90639
OPP-2024551,Vertice,,SMB,Discovery,37475.78,2024-12-12,mariana@raptorsoft.com,Commit,2024-02-17,72,
OPP-2024552,Orbit Digital,ACC-1104,SMB,Qualification,25556.1,2024-08-11,joao@raptorsoft.com,Omit,2023-10-13,28,HS-90486
OPP-2024553,DataPrime,ACC-1106,Enterprise,Qualification,230835.75,2023-12-21,mariana@raptorsoft.com,Omit,2023-08-23,46,HS-90080
OPP-2024554,innova,ACC-1116,Enterprise,Closed Won,378039.9,2024-06-10,,Omit,2024-04-10,47,HS-90218
