telemetry_id,account_domain,week_start,active_users,sessions_total,feature_depth_score,automation_runs,api_calls,last_login_days_ago,plan_tier,customer_id_fk
TEL-04910,orbitdigital.com.br,2024-08-31,27,267,1.225,296,1256,29,BUSINESS,
TEL-04911,rushflow.com.br,2024-08-31,43,192,0.952,471,,21,Growth,
TEL-04912,tapflow.com.br,2024-09-07,43,306,0.564,98,,10,Business,
TEL-04913,fluxosistemas.com.br,2024-07-27,4,12,0.403,113,1633,21,Starter,CUST-0405
TEL-04914,corelogic.com.br,2024-01-13,0,0,0.168,206,41,13,Enterprise,
TEL-04915,corelogic.com.br,2024-07-06,51,198,0.567,120,454,10,enterprise plan,CUST-0414
TEL-04916,fluxosistemas.com.br,2024-11-16,18,88,0.461,448,240,17,Growth,
TEL-04917,gruponexus.com.br,2025-01-18,24,168,0.797,200,1596,27,Business,CUST-0402
TEL-04918,orbitdigital.com.br,2024-11-23,41,197,0.326,406,1020,0,Business,CUST-0404
TEL-04919,dataprime.com.br,2024-04-20,25,166,0.254,220,450,1,Enterprise,
TEL-04920,gruponexus.com.br,2024-01-06,53,518,0.855,430,454,2,Business,
TEL-04921,polare.com.br,2024-04-06,26,88,0.633,369,549,15,Starter,CUST-0409
TEL-04922,polaris.com.br,2024-08-17,51,404,0.793,51,239,25,Growth,CUST-0418
TEL-04923,bluepath.com.br,2024-05-04,57,499,1.054,587,1710,30,Business,CUST-0419
TEL-04924,zentra.com.br,2024-08-31,20,60,1.048,415,1766,19,GROWTH,CUST-0412
TEL-04925,acmecorp.com.br,2024-02-17,48,257,0.381,78,1695,0,Starter,
TEL-04926,connectwave.com.br,2024-01-06,56,321,0.944,366,,8,Enterprise,
TEL-04927,verticetech.com.br,2024-06-15,51,365,0.337,156,1772,5,starter,CUST-0403
TEL-04928,gruponexus.com.br,2024-05-11,16,101,0.506,299,,16,Starter,CUST-0402
TEL-04929,betasolutions.com.br,2025-01-25,52,182,0.391,272,1480,22,starter,CUST-0401
TEL-04930,gridsoft.com.br,2025-01-11,49,456,0.369,446,1740,1,Business,
TEL-04931,tapflow.com.br,2024-08-10,45,311,0.822,348,1632,0,Starter,
TEL-04932,tapflow.com.br,2024-09-28,28,85,0.775,207,1198,2,Starter,
TEL-04933,rushflow.com.br,2024-07-13,77,486,0.942,796,,0,Starter,
TEL-04934,bluepath.com.br,2024-08-10,49,152,0.915,446,645,1,Starter,
TEL-04935,gridsoft.com.br,2024-08-03,25,164,0.808,481,749,27,Enterprise,CUST-0417
TEL-04936,connectwave.com.br,2024-01-27,9,88,0.267,75,849,17,enterprise plan,
TEL-04937,dataprime.com.br,2024-09-28,24,84,0.703,105,757,1,Growth,CUST-0406
TEL-04938,tapflow.com.br,2024-10-26,8,62,0.932,298,1965,15,Growth,
TEL-04939,innova.com.br,2024-11-30,29,213,1.092,103,655,28,Enterprise,CUST-0416
TEL-04940,polaris.com.br,2024-07-27,20,99,0.483,9,2176,2,Growth Plan,CUST-0418
TEL-04941,rushflow.com.br,2024-12-07,18,138,0.938,537,291,6,Business,CUST-0410
TEL-04942,tapflow.com.br,2024-01-20,41,161,0.116,312,742,-1,Business,CUST-0415
TEL-04943,ampliasolucoes.com.br,2024-12-14,60,425,0.374,579,57,10,starter,CUST-0413
TEL-04944,gridsoft.com.br,2024-07-20,6,52,0.508,455,1263,27,Business,CUST-0417
TEL-04945,polare.com.br,2024-10-19,31,287,0.912,529,715,7,Starter,CUST-0409
TEL-04946,skyops.com.br,2024-09-14,7,30,0.243,409,1312,14,growth,CUST-0408
TEL-04947,ampliasolucoes.com.br,2024-06-08,13,50,0.92,441,1775,13,Starter,CUST-0413
TEL-04948,verticetech.com.br,2024-03-30,4,14,0.506,491,2186,8,starter,CUST-0403
TEL-04949,mindbox.com.br,2024-11-16,1,8,0.879,493,1142,16,Enterprise,
TEL-04950,mindbox.com.br,2024-02-03,28,194,0.972,296,1055,6,Growth,CUST-0411
TEL-04951,gruponexus.com.br,2024-12-28,73,624,0.147,513,2186,26,Growth,
TEL-04952,gridsoft.com.br,2024-08-31,71,394,0.578,629,2590,11,Business,CUST-0417
TEL-04953,zentra.com.br,2024-03-02,31,288,0.869,79,,15,Business,
TEL-04954,zentra.com.br,2025-01-11,28,242,0.934,451,564,18,Growth,CUST-0412
TEL-04955,corelogic.com.br,2024-02-03,14,81,0.382,487,721,23,GROWTH,CUST-0414
TEL-04956,rushflow.com.br,2024-02-17,59,364,0.209,166,1946,8,Starter,CUST-0410
TEL-04957,polare.com.br,2024-01-20,43,180,0.521,447,120,15,Enterprise,
TEL-04958,fluxosistemas.com.br,2024-03-02,32,290,0.572,179,,30,enterprise plan,
TEL-04959,connectwave.com.br,2024-07-06,24,192,0.655,499,1374,21,Starter,CUST-0407
TEL-04960,innova.com.br,2024-08-31,6,57,0.751,23,1790,14,Growth Plan,CUST-0416
TEL-04961,verticetech.com.br,2024-05-18,37,425,1.329,471,,2,Growth,CUST-0403
TEL-04962,ampliasolucoes.com.br,2024-03-23,48,219,1.077,21,1663,18,Enterprise,CUST-0413
TEL-04963,betasolutions.com.br,2024-01-13,38,225,0.647,125,127,5,Enterprise,CUST-0401
TEL-04964,betasolutions.com.br,2024-03-09,52,201,0.53,413,1409,17,Starter,CUST-0401
TEL-04965,mindbox.com.br,2024-10-12,12,116,0.142,51,177,20,starter,CUST-0411
TEL-04966,rushflow.com.br,2024-03-30,55,512,0.789,584,823,21,Business,
TEL-04967,fluxosistemas.com.br,2024-03-16,49,462,0.644,137,1511,30,Business,CUST-0405
TEL-04968,connectwave.com.br,2024-04-27,78,429,0.735,678,2005,10,Business,
TEL-04969,gridsoft.com.br,2024-08-24,54,319,0.349,194,1883,22,starter,CUST-0417
TEL-04970,zentra.com.br,2024-08-03,15,72,0.917,30,,24,Enterprise,
TEL-04971,orbitdigital.com.br,2024-06-15,52,243,0.878,216,,12,Growth,CUST-0404
TEL-04972,orbitdigital.com.br,2024-07-13,47,154,0.898,363,,3,Business,CUST-0404
TEL-04973,rushflow.com.br,2024-03-30,44,418,0.438,513,1092,5,starter,
TEL-04974,polaris.com.br,2024-03-30,34,134,0.911,234,1854,14,Enterprise,
TEL-04975,ampliasolucoes.com.br,2024-03-30,41,274,0.282,698,2518,15,Starter,CUST-0413
TEL-04976,zentra.com.br,2024-08-10,50,359,0.871,189,518,4,Growth Plan,CUST-0412
TEL-04977,skyops.com.br,2024-09-07,48,430,0.948,87,181,30,Business,CUST-0408
TEL-04978,acmecorp.com.br,2024-05-25,39,303,0.689,330,801,4,starter,CUST-0400
TEL-04979,betasolutions.com.br,2024-04-27,44,289,0.523,495,250,19,Starter,
TEL-04980,dataprime.com.br,2024-03-02,28,138,0.985,550,1165,3,Starter,
TEL-04981,innova.com.br,2024-12-21,35,282,0.499,362,415,15,GROWTH,
TEL-04982,gridsoft.com.br,2024-03-30,39,238,0.983,388,1336,8,Enterprise,
TEL-04983,skyops.com.br,2024-11-02,53,342,0.286,151,861,2,Starter,CUST-0408
TEL-04984,skyops.com.br,2024-11-02,0,0,0.566,378,,26,Starter,CUST-0408
TEL-04985,tapflow.com.br,2024-11-02,36,234,0.201,541,1393,10,GROWTH,CUST-0415
TEL-04986,innova.com.br,2024-11-30,29,273,0.396,89,300,2,Starter,CUST-0416
TEL-04987,rushflow.com.br,2024-09-28,20,60,0.552,249,991,20,Growth Plan,
TEL-04988,connectwave.com.br,2024-08-03,5,45,0.534,69,922,27,Enterprise,
TEL-04989,tapflow.com.br,2024-10-12,3,10,0.186,282,96,29,Growth Plan,
TEL-04990,connectwave.com.br,2024-11-09,17,124,0.938,393,,8,Business,
TEL-04991,acmecorp.com.br,2025-01-18,25,236,0.771,556,542,28,BUSINESS,CUST-0400
TEL-04992,gridsoft.com.br,2024-05-04,53,412,0.573,465,732,-1,Starter,CUST-0417
TEL-04993,mindbox.com.br,2024-08-10,32,153,0.746,560,353,26,Starter,
TEL-04994,polare.com.br,2024-11-09,53,333,0.744,458,500,23,Growth,CUST-0409
TEL-04995,bluepath.com.br,2025-01-25,25,137,0.739,527,1505,9,Enterprise,
TEL-04996,betasolutions.com.br,2024-11-30,33,234,0.59,513,8,13,Growth,CUST-0401
TEL-04997,ampliasolucoes.com.br,2024-07-06,54,424,0.194,353,547,14,starter,
TEL-04998,fluxosistemas.com.br,2024-06-15,56,181,0.893,117,103,21,Growth Plan,CUST-0405
TEL-04999,skyops.com.br,2024-04-20,57,221,0.28,513,53,5,Growth,CUST-0408
TEL-05000,gridsoft.com.br,2024-03-02,8,60,1.037,471,511,13,Growth,
TEL-05001,ampliasolucoes.com.br,2024-01-20,12,51,0.668,422,1670,1,growth,CUST-0413
TEL-05002,skyops.com.br,2024-10-26,19,85,0.753,385,701,25,Enterprise,CUST-0408
TEL-05003,polaris.com.br,2024-09-07,46,297,0.297,527,1915,23,Starter,
TEL-05004,connectwave.com.br,2024-12-21,9,33,0.777,169,584,28,GROWTH,
TEL-05005,fluxosistemas.com.br,2024-06-01,55,288,0.59,295,454,21,enterprise plan,CUST-0405
TEL-05006,zentra.com.br,2024-11-02,13,127,0.101,80,786,21,Growth Plan,
TEL-05007,skyops.com.br,2024-10-26,41,256,0.289,10,553,27,Starter,CUST-0408
TEL-05008,mindbox.com.br,2024-04-06,58,298,0.379,390,1335,28,Growth,CUST-0411
TEL-05009,corelogic.com.br,2024-11-16,31,95,0.657,257,1016,-3,Growth Plan,
TEL-05010,ampliasolucoes.com.br,2024-02-10,28,272,0.944,269,1789,2,Enterprise,CUST-0413
TEL-05011,ampliasolucoes.com.br,2024-01-20,13,97,1.164,241,1174,27,GROWTH,
TEL-05012,betasolutions.com.br,2024-03-30,14,126,0.615,457,33,24,Growth,CUST-0401
TEL-05013,corelogic.com.br,2024-12-28,46,370,1.056,75,19,14,Starter,CUST-0414
TEL-05014,ampliasolucoes.com.br,2024-02-03,22,89,0.676,267,1204,9,Business,
TEL-05015,rushflow.com.br,2024-11-30,7,21,0.981,388,184,8,enterprise plan,
TEL-05016,rushflow.com.br,2024-02-10,8,56,0.869,572,1862,3,Starter,
TEL-05017,orbitdigital.com.br,2025-01-25,4,17,0.909,539,1557,12,Business,
TEL-05018,innova.com.br,2024-10-05,2,8,0.808,397,,9,Growth Plan,
TEL-05019,polare.com.br,2025-01-25,60,218,0.149,163,1714,0,Business,
TEL-05020,fluxosistemas.com.br,2024-03-02,24,189,0.959,143,104,17,Starter,
TEL-05021,acmecorp.com.br,2025-01-04,54,254,1.348,201,1333,16,Growth Plan,CUST-0400
TEL-05022,bluepath.com.br,2025-01-25,11,39,0.509,490,1654,22,Starter,
TEL-05023,bluepath.com.br,2024-02-03,34,280,0.663,189,1260,20,Business,CUST-0419
TEL-05024,polaris.com.br,2024-02-03,51,250,0.385,308,857,26,Growth,CUST-0418
TEL-05025,bluepath.com.br,2024-02-10,25,94,0.248,528,1911,7,BUSINESS,
TEL-05026,verticetech.com.br,2024-06-08,14,133,0.302,384,896,15,Growth Plan,
TEL-05027,zentra.com.br,2024-07-27,5,28,0.929,170,159,8,Growth,
TEL-05028,rushflow.com.br,2024-09-14,3,19,0.664,141,1622,29,Growth,CUST-0410
TEL-05029,skyops.com.br,2024-11-23,25,172,0.481,220,1404,13,Business,CUST-0408
TEL-05030,rushflow.com.br,2024-09-21,4,29,0.732,510,1645,28,Growth Plan,CUST-0410
TEL-05031,mindbox.com.br,2024-09-28,73,867,0.454,152,,1,Business,CUST-0411
TEL-05032,tapflow.com.br,2024-02-10,34,160,1.113,96,1186,0,Growth Plan,CUST-0415
TEL-05033,rushflow.com.br,2024-07-06,53,353,0.43,199,1394,9,Enterprise,CUST-0410
TEL-05034,bluepath.com.br,2024-07-13,26,256,0.354,503,80,16,Growth,
TEL-05035,gridsoft.com.br,2024-11-30,18,104,0.981,380,1850,7,Enterprise,
TEL-05036,corelogic.com.br,2024-02-17,12,96,0.706,554,367,-3,Enterprise,
TEL-05037,verticetech.com.br,2024-06-01,35,218,0.358,136,1738,10,Business,CUST-0403
TEL-05038,verticetech.com.br,2024-09-14,26,134,0.76,573,130,5,GROWTH,CUST-0403
TEL-05039,gridsoft.com.br,2024-11-30,20,79,0.767,212,,28,growth,CUST-0417
TEL-05040,connectwave.com.br,2024-04-20,7,60,1.212,527,214,9,Enterprise,
TEL-05041,skyops.com.br,2024-03-23,8,57,0.318,319,128,25,Business,
TEL-05042,bluepath.com.br,2024-05-11,53,277,0.34,469,975,26,Enterprise,CUST-0419
TEL-05043,gruponexus.com.br,2024-11-23,27,142,0.619,125,1711,1,Growth,
TEL-05044,betasolutions.com.br,2024-06-22,60,543,0.794,343,869,26,Starter,
TEL-05045,corelogic.com.br,2024-08-17,9,57,0.671,434,502,24,Starter,CUST-0414
TEL-05046,gruponexus.com.br,2024-01-20,27,97,0.608,562,51,17,Enterprise,CUST-0402
TEL-05047,orbitdigital.com.br,2024-12-28,36,343,0.705,581,500,16,Enterprise,CUST-0404
TEL-05048,corelogic.com.br,2024-02-10,49,399,0.922,138,197,8,Growth,CUST-0414
TEL-05049,tapflow.com.br,2024-10-05,8,57,0.566,244,,4,Enterprise,CUST-0415
TEL-05050,dataprime.com.br,2024-03-02,30,215,0.806,496,1983,26,Business,
TEL-05051,rushflow.com.br,2025-01-04,36,254,0.344,10,1297,3,starter,
TEL-05052,dataprime.com.br,2025-01-25,25,145,0.623,189,838,18,growth,CUST-0406
TEL-05053,zentra.com.br,2024-02-17,50,382,0.842,338,373,26,enterprise plan,
TEL-05054,betasolutions.com.br,2024-10-12,31,193,0.233,217,846,14,Starter,
TEL-05055,corelogic.com.br,2024-04-27,30,153,0.323,195,,23,Enterprise,CUST-0414
TEL-05056,polaris.com.br,2024-07-20,46,300,0.368,302,1167,19,Growth,CUST-0418
TEL-05057,zentra.com.br,2024-03-02,6,58,0.237,292,,2,Enterprise,CUST-0412
TEL-05058,gruponexus.com.br,2024-08-31,9,86,0.669,354,,21,Business,CUST-0402
TEL-05059,skyops.com.br,2024-08-31,27,229,0.554,124,279,23,Growth,CUST-0408
TEL-05060,ampliasolucoes.com.br,2024-08-17,37,343,0.892,359,1053,19,growth,CUST-0413
TEL-05061,gruponexus.com.br,2025-01-11,48,314,0.375,221,193,30,Enterprise,
TEL-05062,gridsoft.com.br,2024-02-10,2,18,0.6,126,1337,17,Business,CUST-0417
TEL-05063,connectwave.com.br,2024-11-23,37,272,0.862,237,474,16,Business,CUST-0407
TEL-05064,ampliasolucoes.com.br,2024-07-13,59,361,0.896,16,707,24,Growth,CUST-0413
TEL-05065,corelogic.com.br,2024-06-01,22,67,0.305,28,401,20,Enterprise,CUST-0414
TEL-05066,tapflow.com.br,2024-12-21,27,148,0.624,142,270,4,Starter,
TEL-05067,gruponexus.com.br,2024-03-16,11,99,0.289,85,276,23,starter,
TEL-05068,corelogic.com.br,2024-02-03,6,47,1.143,74,1836,10,Business,
TEL-05069,bluepath.com.br,2024-06-01,37,233,0.861,511,1692,21,starter,CUST-0419
TEL-05070,ampliasolucoes.com.br,2024-07-13,3,29,0.628,140,1658,16,Growth,
TEL-05071,bluepath.com.br,2024-04-27,15,46,0.625,561,138,20,Enterprise,
TEL-05072,connectwave.com.br,2024-02-24,8,58,0.842,398,574,23,Business,CUST-0407
TEL-05073,orbitdigital.com.br,2024-03-30,26,140,0.631,219,1832,20,Starter,
TEL-05074,dataprime.com.br,2024-05-04,13,130,0.683,313,1656,17,Business,
TEL-05075,zentra.com.br,2024-09-14,30,133,0.599,522,,22,growth,CUST-0412
TEL-05076,zentra.com.br,2024-06-22,11,122,0.355,459,,29,growth,CUST-0412
TEL-05077,verticetech.com.br,2024-01-27,28,98,0.928,227,1288,17,Starter,CUST-0403
TEL-05078,dataprime.com.br,2024-12-21,44,194,0.892,390,654,28,Enterprise,CUST-0406
TEL-05079,corelogic.com.br,2025-01-04,12,84,0.908,556,1161,16,enterprise plan,CUST-0414
TEL-05080,polare.com.br,2024-07-20,57,355,0.939,254,1203,16,Growth Plan,
TEL-05081,fluxosistemas.com.br,2024-08-24,13,41,0.222,11,,11,Growth,
TEL-05082,gruponexus.com.br,2024-06-15,17,69,0.206,351,809,7,Starter,CUST-0402
TEL-05083,dataprime.com.br,2024-03-23,24,112,0.169,403,1912,4,Starter,CUST-0406
TEL-05084,polare.com.br,2024-03-30,36,130,0.624,275,,4,Enterprise,
TEL-05085,corelogic.com.br,2024-08-31,53,409,0.82,48,994,15,Enterprise,
TEL-05086,betasolutions.com.br,2024-11-30,51,382,0.989,547,1131,30,Business,CUST-0401
TEL-05087,polare.com.br,2024-12-14,45,401,0.152,475,1929,4,Starter,CUST-0409
TEL-05088,mindbox.com.br,2024-02-10,41,312,0.496,160,404,4,Growth,CUST-0411
TEL-05089,verticetech.com.br,2024-09-28,33,301,1.092,125,,30,growth,CUST-0403
TEL-05090,betasolutions.com.br,2024-07-06,53,330,0.645,200,279,29,Growth,CUST-0401
TEL-05091,skyops.com.br,2024-10-26,19,90,1.227,518,,10,Starter,CUST-0408
TEL-05092,ampliasolucoes.com.br,2024-08-31,71,577,0.255,238,1745,12,Business,CUST-0413
TEL-05093,gruponexus.com.br,2024-06-22,64,682,0.579,28,1257,28,Growth,
TEL-05094,bluepath.com.br,2025-01-11,27,217,0.56,386,1064,10,Growth,CUST-0419
TEL-05095,dataprime.com.br,2024-12-07,31,274,1.033,82,,20,Enterprise,CUST-0406
TEL-05096,connectwave.com.br,2024-06-01,4,15,0.903,143,,11,Enterprise,CUST-0407
TEL-05097,gridsoft.com.br,2024-12-07,37,348,0.378,162,1067,0,Business,CUST-0417
TEL-05098,ampliasolucoes.com.br,2024-03-09,17,167,0.962,358,2144,4,Enterprise,
TEL-05099,rushflow.com.br,2024-07-06,19,72,0.102,456,2752,12,Starter,CUST-0410
TEL-05100,polaris.com.br,2024-09-14,38,371,0.799,403,146,19,Growth Plan,CUST-0418
TEL-05101,orbitdigital.com.br,2024-05-11,37,228,0.526,222,1299,13,Starter,CUST-0404
TEL-05102,gruponexus.com.br,2024-09-28,34,140,0.74,60,1507,10,Growth,CUST-0402
TEL-05103,ampliasolucoes.com.br,2025-01-04,46,306,0.882,303,1398,3,growth,
TEL-05104,tapflow.com.br,2024-11-30,57,503,0.906,276,913,26,Business,
TEL-05105,corelogic.com.br,2024-07-06,59,202,0.441,567,1923,19,Growth,CUST-0414
TEL-05106,zentra.com.br,2025-01-11,3,11,0.662,32,,22,Starter,
TEL-05107,tapflow.com.br,2024-05-04,5,41,0.737,380,,19,Business,CUST-0415
TEL-05108,innova.com.br,2024-10-19,56,336,0.339,185,1374,2,growth,CUST-0416
TEL-05109,skyops.com.br,2025-01-04,55,424,0.917,183,278,10,Starter,CUST-0408
TEL-05110,betasolutions.com.br,2024-09-28,18,114,0.372,390,487,18,Growth,CUST-0401
TEL-05111,verticetech.com.br,2024-03-09,20,152,0.203,384,1071,8,Enterprise,CUST-0403
TEL-05112,orbitdigital.com.br,2024-09-07,9,38,0.752,500,1976,3,Starter,CUST-0404
TEL-05113,orbitdigital.com.br,2024-06-08,49,257,0.941,431,287,25,Growth,CUST-0404
TEL-05114,ampliasolucoes.com.br,2024-10-26,43,422,0.719,352,230,21,Business,
TEL-05115,betasolutions.com.br,2024-08-03,44,156,0.822,501,614,5,Growth Plan,
TEL-05116,skyops.com.br,2024-09-21,55,336,0.329,270,1013,17,Growth,CUST-0408
TEL-05117,connectwave.com.br,2024-10-12,28,240,0.125,584,420,17,Starter,
TEL-05118,rushflow.com.br,2024-02-10,22,149,0.489,258,671,18,Growth,CUST-0410
TEL-05119,gruponexus.com.br,2024-07-13,18,124,0.438,31,,5,Business,CUST-0402
TEL-05120,tapflow.com.br,2024-10-12,2,17,0.657,39,1686,19,Business,CUST-0415
TEL-05121,innova.com.br,2024-10-19,23,72,0.713,313,1166,17,Growth Plan,CUST-0416
TEL-05122,connectwave.com.br,2024-02-17,11,61,0.802,86,,9,Starter,CUST-0407
TEL-05123,gruponexus.com.br,2024-01-27,54,436,0.699,292,1329,1,Business,CUST-0402
TEL-05124,rushflow.com.br,2024-03-30,29,197,0.958,39,298,30,starter,CUST-0410
TEL-05125,connectwave.com.br,2024-03-23,16,111,0.328,498,1345,9,Business,CUST-0407
TEL-05126,tapflow.com.br,2024-05-18,36,323,0.672,226,554,17,Growth,CUST-0415
TEL-05127,gridsoft.com.br,2024-12-14,19,192,0.452,740,87,18,Growth Plan,
TEL-05128,tapflow.com.br,2024-01-06,36,316,0.468,216,2000,21,Growth,
TEL-05129,dataprime.com.br,2024-01-13,22,152,0.443,155,805,18,Enterprise,CUST-0406
TEL-05130,dataprime.com.br,2024-01-06,56,416,0.206,37,337,22,enterprise plan,CUST-0406
TEL-05131,connectwave.com.br,2024-05-25,58,391,0.928,546,215,23,BUSINESS,CUST-0407
TEL-05132,polare.com.br,2024-01-20,11,41,0.575,445,779,16,BUSINESS,CUST-0409
TEL-05133,acmecorp.com.br,2024-06-29,26,92,0.86,105,525,20,Starter,
TEL-05134,polare.com.br,2024-04-06,30,221,0.65,118,1077,2,Growth,
TEL-05135,connectwave.com.br,2024-12-21,47,217,0.555,545,1596,14,Enterprise,
TEL-05136,skyops.com.br,2024-05-11,8,42,0.416,591,1312,17,Enterprise,
TEL-05137,verticetech.com.br,2025-01-11,23,152,0.785,137,890,4,Business,
TEL-05138,verticetech.com.br,2024-07-13,10,84,0.153,94,1190,10,Enterprise,
TEL-05139,tapflow.com.br,2024-06-15,25,215,0.796,594,1948,4,Business,
TEL-05140,connectwave.com.br,2025-01-25,38,119,0.695,387,246,15,Business,
TEL-05141,betasolutions.com.br,2024-08-17,59,333,0.94,137,1470,7,Growth,
TEL-05142,gruponexus.com.br,2024-03-23,58,330,0.855,349,82,15,BUSINESS,CUST-0402
TEL-05143,innova.com.br,2024-04-27,29,88,0.956,199,1891,20,Starter,CUST-0416
TEL-05144,rushflow.com.br,2024-11-16,0,0,0.315,283,1615,0,starter,CUST-0410
TEL-05145,gridsoft.com.br,2024-02-10,47,235,0.877,460,595,14,enterprise plan,CUST-0417
TEL-05146,gridsoft.com.br,2024-12-07,18,133,0.902,301,1060,14,Growth,CUST-0417
TEL-05147,polaris.com.br,2024-07-06,40,268,0.579,19,,5,growth,CUST-0418
TEL-05148,gruponexus.com.br,2024-08-31,38,120,0.542,66,1039,2,Business,
TEL-05149,dataprime.com.br,2024-02-10,38,343,0.11,526,1755,0,enterprise plan,
TEL-05150,betasolutions.com.br,2024-03-09,12,48,0.834,524,1208,5,Starter,CUST-0401
TEL-05151,ampliasolucoes.com.br,2024-08-31,50,438,0.913,431,1760,3,Starter,
TEL-05152,skyops.com.br,2024-04-13,29,257,0.837,235,687,16,Business,CUST-0408
TEL-05153,ampliasolucoes.com.br,2024-02-03,1,7,0.725,332,1476,17,starter,CUST-0413
TEL-05154,fluxosistemas.com.br,2024-09-21,26,230,0.925,471,1576,9,Business,CUST-0405
TEL-05155,dataprime.com.br,2024-08-03,12,97,0.269,189,1942,30,Enterprise,
TEL-05156,dataprime.com.br,2024-03-09,60,491,0.897,286,1816,-3,Enterprise,CUST-0406
TEL-05157,zentra.com.br,2024-10-26,30,95,0.381,406,1675,-3,GROWTH,CUST-0412
TEL-05158,dataprime.com.br,2024-01-27,25,99,0.204,580,,4,Business,
TEL-05159,corelogic.com.br,2024-08-10,23,218,0.294,327,550,16,Enterprise,
TEL-05160,gridsoft.com.br,2024-01-27,70,292,0.172,740,157,17,Business,
TEL-05161,tapflow.com.br,2024-11-02,24,165,0.902,6,934,17,Business,
TEL-05162,gruponexus.com.br,2024-12-28,6,46,0.688,263,969,18,Business,
TEL-05163,connectwave.com.br,2024-04-13,37,336,0.63,348,1194,27,Enterprise,CUST-0407
TEL-05164,innova.com.br,2024-06-01,52,349,0.617,22,,26,Business,CUST-0416
TEL-05165,dataprime.com.br,2024-02-17,14,48,0.457,413,275,21,Starter,CUST-0406
TEL-05166,orbitdigital.com.br,2024-03-09,75,560,0.354,510,401,29,enterprise plan,CUST-0404
TEL-05167,verticetech.com.br,2024-03-02,43,387,0.234,105,700,26,Growth,CUST-0403
TEL-05168,polare.com.br,2024-03-23,48,203,0.565,163,1466,24,Growth,
TEL-05169,fluxosistemas.com.br,2024-05-04,59,322,0.403,375,,9,Growth,
TEL-05170,polaris.com.br,2025-01-25,5,19,0.16,506,,15,Growth,CUST-0418
TEL-05171,polare.com.br,2024-09-07,50,194,0.409,132,1340,9,GROWTH,CUST-0409
TEL-05172,mindbox.com.br,2024-07-27,56,520,0.468,553,1859,27,Growth,CUST-0411
TEL-05173,zentra.com.br,2024-12-21,4,18,0.589,230,1523,5,Starter,CUST-0412
TEL-05174,gridsoft.com.br,2024-02-10,16,56,0.733,400,814,2,BUSINESS,
TEL-05175,bluepath.com.br,2025-01-25,33,216,1.125,345,601,18,BUSINESS,
TEL-05176,gruponexus.com.br,2024-09-14,19,130,0.155,376,1847,2,Enterprise,
TEL-05177,connectwave.com.br,2024-04-20,11,56,0.422,279,47,5,Business,CUST-0407
TEL-05178,verticetech.com.br,2024-04-13,43,422,0.29,391,,8,BUSINESS,
TEL-05179,corelogic.com.br,2024-03-30,54,188,0.819,581,1213,26,Starter,
TEL-05180,mindbox.com.br,2024-03-16,24,153,0.958,205,963,8,Growth Plan,
TEL-05181,gridsoft.com.br,2024-05-11,16,132,0.983,231,881,27,Growth,CUST-0417
TEL-05182,innova.com.br,2024-02-10,17,58,0.871,348,1255,-1,Starter,CUST-0416
TEL-05183,verticetech.com.br,2024-07-13,2,19,0.623,33,1559,7,Growth,
TEL-05184,tapflow.com.br,2024-11-30,2,7,0.936,219,298,3,Enterprise,CUST-0415
TEL-05185,gruponexus.com.br,2024-03-09,1,7,0.721,416,1593,21,Growth,CUST-0402
TEL-05186,ampliasolucoes.com.br,2024-07-27,24,83,0.243,388,811,3,Business,CUST-0413
TEL-05187,fluxosistemas.com.br,2024-12-07,11,48,0.145,19,1708,6,Business,CUST-0405
TEL-05188,polare.com.br,2024-05-18,42,257,0.19,79,22,12,Business,
TEL-05189,polare.com.br,2024-02-17,15,82,0.92,342,1803,28,GROWTH,
TEL-05190,zentra.com.br,2024-01-06,15,102,0.762,243,,19,Enterprise,CUST-0412
TEL-05191,gruponexus.com.br,2024-01-13,4,30,0.663,308,518,17,Growth,
TEL-05192,polare.com.br,2024-09-14,48,158,0.868,782,758,-7,BUSINESS,CUST-0409
TEL-05193,fluxosistemas.com.br,2024-03-23,4,25,0.747,351,1372,22,GROWTH,CUST-0405
TEL-05194,zentra.com.br,2024-11-02,59,546,0.143,309,130,16,Enterprise,CUST-0412
TEL-05195,gridsoft.com.br,2025-01-11,18,69,0.145,500,190,6,Business,CUST-0417
TEL-05196,dataprime.com.br,2024-04-27,12,91,0.561,389,1425,-1,Business,
TEL-05197,polaris.com.br,2024-06-15,55,191,0.435,7,762,27,Business,
TEL-05198,connectwave.com.br,2024-08-17,7,55,0.981,496,127,19,GROWTH,CUST-0407
TEL-05199,gridsoft.com.br,2024-07-27,30,184,0.514,557,1996,24,Business,CUST-0417
TEL-05200,fluxosistemas.com.br,2024-05-04,39,134,0.963,99,1093,20,BUSINESS,CUST-0405
TEL-05201,acmecorp.com.br,2024-11-23,52,238,0.93,480,362,3,Growth,CUST-0400
TEL-05202,dataprime.com.br,2024-08-10,43,311,0.378,123,1782,26,Growth,CUST-0406
TEL-05203,verticetech.com.br,2024-02-03,16,111,0.299,514,1341,29,Enterprise,CUST-0403
TEL-05204,zentra.com.br,2024-12-28,53,303,1.309,493,1850,17,Enterprise,
TEL-05205,fluxosistemas.com.br,2024-10-19,11,41,0.559,596,1247,30,Enterprise,CUST-0405
TEL-05206,gridsoft.com.br,2024-07-27,49,422,0.696,561,1797,15,Business,
